filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
b_close_(2).wav,0.3499355614185333,0.03697177767753601,2107.078643121938,2008.1355593317637,4383.526826746323,0.11540096507352941,-448.59881591796875,49.752201080322266,9.456830978393555,22.397315979003906,5.209011077880859,8.365589141845703,-9.898477554321289,-14.386857032775879,-4.8613362312316895,-6.50264835357666,-5.210933208465576,2.369530200958252,-0.4756956100463867,-0.6465718746185303,9.556466102600098,3.457883834838867,0.9986416101455688,2.7769434452056885,-1.6760274171829224,-6.992530822753906,1
b_close_(3).wav,0.3648907542228699,0.025081817060709,2017.368400938234,1848.8343208765705,3934.0456102715166,0.10912685706967214,-490.46435546875,69.5967788696289,7.516386032104492,20.615232467651367,7.422186851501465,16.558935165405273,-12.449162483215332,-13.686070442199707,3.2618045806884766,-6.298441410064697,-6.103290557861328,7.18898868560791,-4.948553085327148,0.8422033190727234,10.032744407653809,-2.1787571907043457,1.8800160884857178,2.6238675117492676,-0.69349205493927,-6.161971569061279,1
b_close_(4).wav,0.38636937737464905,0.020330632105469704,2076.662636930199,2074.868474189848,4546.487379807692,0.11127554086538462,-498.9255065917969,74.00003051757812,2.745257616043091,20.017086029052734,13.007917404174805,18.664583206176758,-11.872903823852539,-13.181060791015625,-1.4500982761383057,-5.208405017852783,-3.7867259979248047,5.309418678283691,-1.536065697669983,-2.5217199325561523,8.635116577148438,5.7054948806762695,2.5489301681518555,3.1715922355651855,1.6146340370178223,-4.373353004455566,1
b_close_(5).wav,0.2370077669620514,0.02758394181728363,1140.6087079361332,1294.4393443877132,2090.8456902754933,0.05665989925986842,-468.03741455078125,128.32188415527344,11.202221870422363,28.197738647460938,9.286820411682129,-4.703017711639404,-22.83980369567871,-13.865941047668457,3.1714768409729004,-14.185439109802246,-11.4745454788208,-2.142207145690918,-10.983705520629883,2.5320723056793213,15.807649612426758,0.48063990473747253,1.1173402070999146,4.481576442718506,-5.66262674331665,-9.350476264953613,1
b_close_(6).wav,0.2731863558292389,0.025527918711304665,1421.5716627401769,1490.871957099726,2742.9087763247285,0.07904848845108696,-469.7919921875,96.1118392944336,4.661730766296387,30.811264038085938,9.083739280700684,-7.949738025665283,-10.980957984924316,-17.653942108154297,-6.000938892364502,-6.753733158111572,-9.799166679382324,-0.8459873199462891,-3.464836359024048,-1.1154097318649292,10.309830665588379,1.3142918348312378,-0.5871626138687134,5.360884666442871,-3.9661459922790527,-7.5898637771606445,1
b_close_(7).wav,0.36324095726013184,0.01922670565545559,1783.2440221874351,1695.1567157052573,3423.779296875,0.11192021407480315,-513.1533203125,84.43698120117188,8.226049423217773,12.747664451599121,-0.9445608854293823,-3.0159695148468018,-10.155489921569824,-5.5221099853515625,0.19110466539859772,-4.512252330780029,-2.5405502319335938,0.6641018390655518,-2.406897783279419,1.4704924821853638,8.28344440460205,0.9560213088989258,1.9166427850723267,0.47506237030029297,-6.662323951721191,-7.8944172859191895,1
b_close_(8).wav,0.31815972924232483,0.02490910142660141,1859.4414420406206,1633.158886359339,3322.896240234375,0.1197021484375,-457.354248046875,85.24645233154297,4.444568634033203,22.61315155029297,2.521528482437134,-5.754329681396484,-13.611104965209961,0.300349622964859,-3.170379877090454,-5.740149021148682,-1.2331401109695435,-0.875068187713623,-6.511418342590332,0.40639224648475647,9.847125053405762,1.7959517240524292,3.656653642654419,0.8192498087882996,-2.5471549034118652,-8.347057342529297,1
b_close_(9).wav,0.3623560965061188,0.02734006568789482,1679.3065694484442,1705.0057626694286,3160.5743408203125,0.094970703125,-449.19256591796875,79.72968292236328,11.39113712310791,24.055179595947266,8.685713768005371,-4.432621479034424,-15.708971977233887,-7.685549259185791,-5.5047454833984375,-7.720005512237549,-0.04498038813471794,1.8166463375091553,-2.6734683513641357,-0.22855928540229797,9.191205978393555,4.234832286834717,2.338684558868408,1.6757421493530273,-4.495471477508545,-8.916705131530762,1
b_open_(1).wav,0.24051550030708313,0.07928065210580826,1163.1555548754466,1271.1896342406262,2362.6512871413934,0.05489561987704918,-373.7705993652344,105.57803344726562,6.35270357131958,32.540889739990234,5.39832878112793,-8.238921165466309,-16.53028106689453,-27.249425888061523,-7.375922679901123,-28.0903377532959,-20.864368438720703,9.295082092285156,-14.943391799926758,5.3211894035339355,27.520587921142578,-7.819828033447266,-6.61476993560791,-2.511726140975952,-13.153475761413574,-1.7097220420837402,0
b_open_(10).wav,0.34779471158981323,0.028488878160715103,1604.2991308758992,1800.2193995000252,3445.470832375919,0.07380945542279412,-462.64251708984375,82.96292114257812,1.699915885925293,20.617963790893555,-7.201261520385742,-2.6906862258911133,-9.592571258544922,-19.904972076416016,-4.504673480987549,-14.095697402954102,-5.109494686126709,9.585420608520508,-13.775373458862305,1.8690783977508545,14.70693588256836,-6.601114749908447,-1.6499487161636353,-0.7056359648704529,-2.0275399684906006,-5.285945892333984,0
b_open_(2).wav,0.2125672549009323,0.1108991727232933,1104.1414910374658,1302.7460430311623,2057.3372049534573,0.04849567819148936,-340.13427734375,114.8766098022461,1.5913785696029663,19.990964889526367,-2.3582351207733154,-6.624537467956543,-41.269649505615234,-41.84867858886719,-6.305051326751709,-11.088085174560547,-15.319559097290039,11.090302467346191,-12.823391914367676,-1.1777957677841187,19.73420524597168,-10.088391304016113,-0.4975946247577667,3.2128090858459473,-12.216628074645996,-9.312289237976074,0
b_open_(3).wav,0.3139820098876953,0.051556993275880814,1279.339004065715,1635.6984035501698,2842.764606881649,0.05612463984929078,-439.7484130859375,68.30165100097656,10.337370872497559,19.014036178588867,4.066320896148682,-5.9456048011779785,-14.615920066833496,-15.37782096862793,1.461846947669983,-6.285543441772461,-4.047397136688232,2.7602760791778564,-10.676008224487305,2.955737829208374,8.919144630432129,-8.813234329223633,-4.695328712463379,-0.46039825677871704,-6.032027244567871,-5.433342456817627,0
b_open_(4).wav,0.38517075777053833,0.05208772048354149,1572.5918952240447,1859.9498149387894,3634.1219274009145,0.06410775533536585,-444.58489990234375,71.65374755859375,6.42682409286499,13.1141357421875,3.939821243286133,2.2476086616516113,-12.140765190124512,-18.826759338378906,-0.17218340933322906,-9.447307586669922,-5.389006614685059,8.7162446975708,-5.29101037979126,5.397640228271484,13.28848934173584,-5.161017894744873,-4.114374160766602,-1.9404542446136475,-4.8062639236450195,-2.8597965240478516,0
b_open_(5).wav,0.38534948229789734,0.01636628620326519,1604.1501178216138,1955.1329429860275,3813.7260298295455,0.07110706676136364,-540.2453002929688,78.68997955322266,2.646916389465332,25.005468368530273,0.5867148637771606,8.910041809082031,7.785660743713379,-3.3763864040374756,5.171370983123779,-11.344992637634277,-1.31990647315979,9.377823829650879,-4.20703649520874,6.804079532623291,4.718869209289551,-4.427456855773926,3.034825325012207,-3.92104434967041,-7.39073371887207,-5.326169013977051,0
b_open_(6).wav,0.2508409321308136,0.033317334949970245,1293.4770180915125,1541.251810339568,2674.336531355574,0.06096257390202703,-465.3489685058594,100.88322448730469,0.4520060122013092,12.695706367492676,-0.14680305123329163,0.1459500789642334,-8.5875244140625,-17.247615814208984,-0.5850728154182434,-6.198494911193848,-12.350668907165527,4.286024570465088,0.857277512550354,2.9858384132385254,8.345430374145508,-2.1625864505767822,1.0048420429229736,-2.0667154788970947,-9.041439056396484,-7.402191162109375,0
b_open_(7).wav,0.38785624504089355,0.01579112559556961,1791.5215937256196,1903.5169830815078,3719.704044675364,0.09754721632281553,-517.795654296875,85.84959411621094,5.816805839538574,16.210651397705078,-3.179821729660034,5.542004585266113,-10.042713165283203,-10.332231521606445,6.378376483917236,-4.097679138183594,-7.595329761505127,-0.2963002622127533,-3.4279613494873047,4.385542392730713,5.582682132720947,-3.696951150894165,0.5367148518562317,-3.625411033630371,-1.371347188949585,-2.205576181411743,0
b_open_(8).wav,0.2851223945617676,0.015550509095191956,1603.2301067856129,1642.5809850613186,3233.624549278846,0.08878455528846153,-520.9901123046875,96.21065521240234,-0.908488929271698,20.892892837524414,0.9136368036270142,-5.0127739906311035,-8.589707374572754,-16.457334518432617,-3.7531328201293945,-8.297574996948242,-0.5604757070541382,7.6544976234436035,-7.227072715759277,3.4037857055664062,11.902447700500488,-5.712693691253662,-3.2713561058044434,5.172123432159424,-1.0758243799209595,-4.392776012420654,0
b_open_(9).wav,0.26516589522361755,0.022275587543845177,1498.1084183939552,1624.8613413552732,3127.244952905958,0.07540979117990654,-478.0482482910156,73.64676666259766,-7.8408002853393555,19.607168197631836,-0.45605379343032837,4.465907096862793,-3.315124750137329,-18.909469604492188,-0.9714816212654114,-7.1252264976501465,-5.897525787353516,-3.933368444442749,-10.606829643249512,8.773551940917969,6.820549964904785,-8.608259201049805,2.433377742767334,3.586670398712158,-5.6107072830200195,-2.712977886199951,0
L_close_(14).wav,0.250876247882843,0.024792421609163284,1418.4662602667431,1438.289647166698,2402.9806385869565,0.09159873188405797,-475.3099670410156,76.77462005615234,8.561124801635742,-1.3755284547805786,-8.730122566223145,-5.620582580566406,-25.275087356567383,-23.83310317993164,-11.119049072265625,13.866744041442871,-1.1660802364349365,-13.276017189025879,-1.9937275648117065,1.2326927185058594,-4.0183868408203125,-6.804701805114746,-1.8784325122833252,-7.856968879699707,-1.1964175701141357,-4.957937717437744,1
L_close_(15).wav,0.26167359948158264,0.01511379610747099,1567.7924066454145,1386.5067588331171,2564.1075721153848,0.09417925824175824,-512.1364135742188,102.01018524169922,7.6147589683532715,-1.8025377988815308,-16.87067985534668,14.626070022583008,-7.606929779052734,-23.49983024597168,-17.19328498840332,6.472358226776123,4.443111896514893,-6.354065418243408,-8.223349571228027,-1.7657774686813354,-5.642765998840332,-3.491326332092285,-3.111211061477661,-11.5220947265625,-9.27888011932373,-4.670840263366699,1
L_close_(2).wav,0.3216753900051117,0.022737352177500725,1778.935505917674,1831.6359195255238,3463.5590563322367,0.09701377467105263,-479.94970703125,66.28285217285156,-1.4357010126113892,8.97563648223877,-7.442436695098877,-1.111722707748413,-12.51911449432373,-11.683538436889648,-17.66554832458496,4.580521583557129,3.8952925205230713,-9.017882347106934,-11.377184867858887,-4.285759449005127,-5.980178356170654,-6.148256301879883,6.104275226593018,-3.588783025741577,0.5519555807113647,-3.316176652908325,1
L_close_(3).wav,0.3112955689430237,0.013253303244709969,1708.6072914556269,1703.8630495703947,3185.7686793550533,0.09349027593085106,-526.8001708984375,97.2199935913086,16.444591522216797,7.107712268829346,-9.714268684387207,0.7628348469734192,-23.49435806274414,-17.17852210998535,-14.198741912841797,5.944373607635498,-9.883169174194336,-9.482149124145508,-10.640477180480957,-4.352302551269531,-8.199925422668457,-0.07571952044963837,-2.00655198097229,-7.34207820892334,-4.935240268707275,-11.747175216674805,1
L_close_(4).wav,0.2672327756881714,0.015209157019853592,1589.7777992230438,1640.9274594144338,2924.208984375,0.0860279224537037,-492.7257995605469,69.52658081054688,4.983944416046143,-1.046762466430664,-10.822222709655762,5.356270790100098,-6.279601097106934,-12.895535469055176,-11.540684700012207,4.402420520782471,-2.272911310195923,-9.437295913696289,-7.260648727416992,-1.3318675756454468,-4.028064250946045,-5.391953945159912,-0.5602640509605408,-8.055025100708008,-7.360180854797363,-5.154006481170654,1
